"AV.gene","AJ.gene","BV.gene","BJ.gene","n"
"TRAV38-1","TRAJ37","TRBV6-6","TRBJ2-3",1
"TRAV38-1","TRAJ38","TRBV12-4","TRBJ1-2",1
"TRAV38-1","TRAJ38","TRBV4-3","TRBJ1-1",1
"TRAV38-1","TRAJ38","TRBV9","TRBJ2-1",1
"TRAV38-1","TRAJ39","TRBV2","TRBJ1-5",1
"TRAV38-1","TRAJ39","TRBV20-1","TRBJ1-5",1
"TRAV38-1","TRAJ39","TRBV4-2","TRBJ1-5",1
"TRAV38-1","TRAJ39","TRBV5-6","TRBJ1-1",1
"TRAV38-1","TRAJ39","TRBV5-8","TRBJ2-7",1
"TRAV38-1","TRAJ39","TRBV6-6","TRBJ2-4",1
"TRAV38-1","TRAJ39","TRBV7-9","TRBJ1-1",1
"TRAV38-1","TRAJ39","TRBV7-9","TRBJ2-5",1
"TRAV38-1","TRAJ39","TRBV9","TRBJ1-3",1
"TRAV38-1","TRAJ39","TRBV9","TRBJ2-2",1
"TRAV38-1","TRAJ4","TRBV11-1","TRBJ2-3",1
"TRAV38-1","TRAJ4","TRBV25-1","TRBJ1-1",1
"TRAV38-1","TRAJ4","TRBV3-1","TRBJ2-3",1
"TRAV38-1","TRAJ40","TRBV10-1","TRBJ1-2",1
"TRAV38-1","TRAJ40","TRBV11-2","TRBJ2-5",1
"TRAV38-1","TRAJ40","TRBV12-4","TRBJ2-3",1
"TRAV38-1","TRAJ40","TRBV12-4","TRBJ2-5",1
"TRAV38-1","TRAJ40","TRBV15","TRBJ2-1",1
"TRAV38-1","TRAJ40","TRBV19","TRBJ1-4",1
"TRAV38-1","TRAJ40","TRBV19","TRBJ2-5",1
"TRAV38-1","TRAJ40","TRBV19","TRBJ2-6",1
"TRAV38-1","TRAJ40","TRBV2","TRBJ2-5",1
"TRAV38-1","TRAJ40","TRBV24-1","TRBJ1-1",1
"TRAV38-1","TRAJ40","TRBV27","TRBJ2-3",1
"TRAV38-1","TRAJ40","TRBV4-1","TRBJ1-1",1
"TRAV38-1","TRAJ40","TRBV5-5","TRBJ1-1",1
"TRAV38-1","TRAJ40","TRBV6-3","TRBJ2-3",1
"TRAV38-1","TRAJ40","TRBV6-5","TRBJ2-2",1
"TRAV38-1","TRAJ40","TRBV6-6","TRBJ2-7",1
"TRAV38-1","TRAJ40","TRBV7-6","TRBJ2-7",1
"TRAV38-1","TRAJ40","TRBV7-9","TRBJ1-2",1
"TRAV38-1","TRAJ40","TRBV7-9","TRBJ1-6",1
"TRAV38-1","TRAJ40","TRBV7-9","TRBJ2-3",1
"TRAV38-1","TRAJ40","TRBV7-9","TRBJ2-5",1
"TRAV38-1","TRAJ41","TRBV11-3","TRBJ2-3",1
"TRAV38-1","TRAJ41","TRBV19","TRBJ2-7",1
"TRAV38-1","TRAJ41","TRBV29-1","TRBJ2-7",1
"TRAV38-1","TRAJ41","TRBV4-1","TRBJ2-5",1
"TRAV38-1","TRAJ41","TRBV5-1","TRBJ1-1",1
"TRAV38-1","TRAJ41","TRBV9","TRBJ2-1",1
"TRAV38-1","TRAJ42","TRBV10-2","TRBJ2-1",1
"TRAV38-1","TRAJ42","TRBV10-2","TRBJ2-2",1
"TRAV38-1","TRAJ42","TRBV11-3","TRBJ1-1",1
"TRAV38-1","TRAJ42","TRBV12-3","TRBJ2-2",1
"TRAV38-1","TRAJ42","TRBV12-4","TRBJ2-1",1
"TRAV38-1","TRAJ42","TRBV18","TRBJ2-5",1
"TRAV38-1","TRAJ42","TRBV19","TRBJ1-2",1
"TRAV38-1","TRAJ42","TRBV19","TRBJ1-6",1
"TRAV38-1","TRAJ42","TRBV2","TRBJ2-1",1
"TRAV38-1","TRAJ42","TRBV20-1","TRBJ1-2",1
"TRAV38-1","TRAJ42","TRBV25-1","TRBJ2-7",1
"TRAV38-1","TRAJ42","TRBV27","TRBJ1-3",1
"TRAV38-1","TRAJ42","TRBV30","TRBJ1-1",1
"TRAV38-1","TRAJ42","TRBV6-5","TRBJ1-5",1
"TRAV38-1","TRAJ42","TRBV6-5","TRBJ2-3",1
"TRAV38-1","TRAJ42","TRBV7-6","TRBJ1-2",1
"TRAV38-1","TRAJ42","TRBV7-9","TRBJ2-4",1
"TRAV38-1","TRAJ42","TRBV9","TRBJ1-1",1
"TRAV38-1","TRAJ42","TRBV9","TRBJ2-7",1
"TRAV38-1","TRAJ43","TRBV10-3","TRBJ2-1",1
"TRAV38-1","TRAJ43","TRBV12-5","TRBJ1-1",1
"TRAV38-1","TRAJ43","TRBV15","TRBJ1-6",1
"TRAV38-1","TRAJ43","TRBV19","TRBJ2-1",1
"TRAV38-1","TRAJ43","TRBV2","TRBJ1-2",1
"TRAV38-1","TRAJ43","TRBV2","TRBJ2-7",1
"TRAV38-1","TRAJ43","TRBV20-1","TRBJ2-7",1
"TRAV38-1","TRAJ43","TRBV27","TRBJ2-3",1
"TRAV38-1","TRAJ43","TRBV28","TRBJ1-6",1
"TRAV38-1","TRAJ43","TRBV28","TRBJ2-1",1
"TRAV38-1","TRAJ43","TRBV3-1","TRBJ1-1",1
"TRAV38-1","TRAJ43","TRBV4-3","TRBJ1-1",1
"TRAV38-1","TRAJ43","TRBV5-1","TRBJ2-3",1
"TRAV38-1","TRAJ43","TRBV6-5","TRBJ1-6",1
"TRAV38-1","TRAJ43","TRBV7-6","TRBJ2-3",1
"TRAV38-1","TRAJ43","TRBV7-9","TRBJ1-2",1
"TRAV38-1","TRAJ43","TRBV7-9","TRBJ2-1",1
"TRAV38-1","TRAJ43","TRBV9","TRBJ1-5",1
"TRAV38-1","TRAJ43","TRBV9","TRBJ2-3",1
"TRAV38-1","TRAJ44","TRBV11-1","TRBJ1-6",1
"TRAV38-1","TRAJ44","TRBV2","TRBJ1-5",1
"TRAV38-1","TRAJ44","TRBV27","TRBJ1-4",1
"TRAV38-1","TRAJ44","TRBV29-1","TRBJ1-2",1
"TRAV38-1","TRAJ44","TRBV3-1","TRBJ1-3",1
"TRAV38-1","TRAJ44","TRBV5-4","TRBJ1-2",1
"TRAV38-1","TRAJ44","TRBV6-3","TRBJ2-1",1
"TRAV38-1","TRAJ44","TRBV7-3","TRBJ1-1",1
"TRAV38-1","TRAJ44","TRBV7-8","TRBJ2-1",1
"TRAV38-1","TRAJ44","TRBV7-9","TRBJ1-6",1
"TRAV38-1","TRAJ45","TRBV12-3","TRBJ1-5",1
"TRAV38-1","TRAJ45","TRBV12-4","TRBJ2-5",1
"TRAV38-1","TRAJ45","TRBV12-5","TRBJ2-1",1
"TRAV38-1","TRAJ45","TRBV13","TRBJ1-5",1
"TRAV38-1","TRAJ45","TRBV27","TRBJ1-4",1
"TRAV38-1","TRAJ45","TRBV27","TRBJ2-2",1
"TRAV38-1","TRAJ45","TRBV27","TRBJ2-3",1
"TRAV38-1","TRAJ45","TRBV3-1","TRBJ2-2",1
"TRAV38-1","TRAJ45","TRBV3-1","TRBJ2-3",1
"TRAV38-1","TRAJ45","TRBV5-1","TRBJ2-7",1
"TRAV38-1","TRAJ45","TRBV6-1","TRBJ1-1",1
"TRAV38-1","TRAJ45","TRBV6-3","TRBJ1-1",1
"TRAV38-1","TRAJ45","TRBV6-3","TRBJ2-3",1
"TRAV38-1","TRAJ45","TRBV6-5","TRBJ1-2",1
"TRAV38-1","TRAJ45","TRBV6-6","TRBJ2-5",1
"TRAV38-1","TRAJ47","TRBV10-3","TRBJ1-1",1
"TRAV38-1","TRAJ47","TRBV10-3","TRBJ2-2",1
"TRAV38-1","TRAJ47","TRBV12-4","TRBJ2-7",1
"TRAV38-1","TRAJ47","TRBV13","TRBJ1-2",1
"TRAV38-1","TRAJ47","TRBV18","TRBJ1-4",1
"TRAV38-1","TRAJ47","TRBV2","TRBJ1-1",1
"TRAV38-1","TRAJ47","TRBV27","TRBJ2-1",1
"TRAV38-1","TRAJ47","TRBV6-5","TRBJ1-1",1
"TRAV38-1","TRAJ47","TRBV7-9","TRBJ1-1",1
"TRAV38-1","TRAJ47","TRBV7-9","TRBJ2-1",1
"TRAV38-1","TRAJ47","TRBV9","TRBJ2-2",1
"TRAV38-1","TRAJ48","TRBV11-3","TRBJ2-1",1
"TRAV38-1","TRAJ48","TRBV12-3","TRBJ2-5",1
"TRAV38-1","TRAJ48","TRBV12-4","TRBJ2-7",1
"TRAV38-1","TRAJ48","TRBV20-1","TRBJ2-7",1
"TRAV38-1","TRAJ48","TRBV27","TRBJ2-1",1
"TRAV38-1","TRAJ48","TRBV28","TRBJ2-1",1
"TRAV38-1","TRAJ48","TRBV29-1","TRBJ1-1",1
"TRAV38-1","TRAJ48","TRBV4-2","TRBJ2-3",1
"TRAV38-1","TRAJ48","TRBV6-3","TRBJ1-5",1
"TRAV38-1","TRAJ48","TRBV6-5","TRBJ2-2",1
"TRAV38-1","TRAJ48","TRBV6-6","TRBJ2-3",1
"TRAV38-1","TRAJ48","TRBV7-2","TRBJ1-2",1
"TRAV38-1","TRAJ48","TRBV7-2","TRBJ1-3",1
"TRAV38-1","TRAJ48","TRBV7-8","TRBJ1-5",1
"TRAV38-1","TRAJ48","TRBV7-9","TRBJ2-5",1
"TRAV38-1","TRAJ48","TRBV7-9","TRBJ2-7",1
"TRAV38-1","TRAJ48","TRBV9","TRBJ2-5",1
"TRAV38-1","TRAJ48","TRBV9","TRBJ2-6",1
"TRAV38-1","TRAJ49","TRBV10-1","TRBJ2-7",1
"TRAV38-1","TRAJ49","TRBV10-3","TRBJ2-1",1
"TRAV38-1","TRAJ49","TRBV19","TRBJ1-5",1
"TRAV38-1","TRAJ49","TRBV19","TRBJ2-1",1
"TRAV38-1","TRAJ49","TRBV27","TRBJ2-5",1
"TRAV38-1","TRAJ49","TRBV4-3","TRBJ2-5",1
"TRAV38-1","TRAJ49","TRBV5-1","TRBJ1-3",1
"TRAV38-1","TRAJ49","TRBV5-4","TRBJ1-2",1
"TRAV38-1","TRAJ49","TRBV5-6","TRBJ2-2",1
"TRAV38-1","TRAJ49","TRBV6-5","TRBJ2-7",1
"TRAV38-1","TRAJ49","TRBV7-2","TRBJ2-7",1
"TRAV38-1","TRAJ49","TRBV7-6","TRBJ2-1",1
"TRAV38-1","TRAJ49","TRBV9","TRBJ1-6",1
"TRAV38-1","TRAJ50","TRBV14","TRBJ2-6",1
"TRAV38-1","TRAJ50","TRBV27","TRBJ1-1",1
"TRAV38-1","TRAJ50","TRBV6-3","TRBJ1-2",1
"TRAV38-1","TRAJ50","TRBV6-5","TRBJ1-1",1
"TRAV38-1","TRAJ52","TRBV10-1","TRBJ1-5",1
"TRAV38-1","TRAJ52","TRBV10-3","TRBJ1-2",1
"TRAV38-1","TRAJ52","TRBV10-3","TRBJ2-3",1
"TRAV38-1","TRAJ52","TRBV11-2","TRBJ2-3",1
"TRAV38-1","TRAJ52","TRBV11-2","TRBJ2-5",1
"TRAV38-1","TRAJ52","TRBV12-3","TRBJ2-7",1
"TRAV38-1","TRAJ52","TRBV12-4","TRBJ2-1",1
"TRAV38-1","TRAJ52","TRBV16","TRBJ2-5",1
"TRAV38-1","TRAJ52","TRBV19","TRBJ1-1",1
"TRAV38-1","TRAJ52","TRBV19","TRBJ2-5",1
"TRAV38-1","TRAJ52","TRBV2","TRBJ1-1",1
"TRAV38-1","TRAJ52","TRBV2","TRBJ2-1",1
"TRAV38-1","TRAJ52","TRBV2","TRBJ2-5",1
"TRAV38-1","TRAJ52","TRBV27","TRBJ1-1",1
"TRAV38-1","TRAJ52","TRBV27","TRBJ2-7",1
"TRAV38-1","TRAJ52","TRBV28","TRBJ1-2",1
"TRAV38-1","TRAJ52","TRBV29-1","TRBJ1-1",1
"TRAV38-1","TRAJ52","TRBV29-1","TRBJ2-1",1
"TRAV38-1","TRAJ52","TRBV29-1","TRBJ2-7",1
"TRAV38-1","TRAJ52","TRBV30","TRBJ2-2",1
"TRAV38-1","TRAJ52","TRBV4-1","TRBJ1-2",1
"TRAV38-1","TRAJ52","TRBV4-1","TRBJ1-3",1
"TRAV38-1","TRAJ52","TRBV4-3","TRBJ1-6",1
"TRAV38-1","TRAJ52","TRBV4-3","TRBJ2-3",1
"TRAV38-1","TRAJ52","TRBV5-1","TRBJ2-3",1
"TRAV38-1","TRAJ52","TRBV5-4","TRBJ1-2",1
"TRAV38-1","TRAJ52","TRBV6-1","TRBJ2-1",1
"TRAV38-1","TRAJ52","TRBV6-2","TRBJ2-1",1
"TRAV38-1","TRAJ52","TRBV6-3","TRBJ2-5",1
"TRAV38-1","TRAJ52","TRBV6-4","TRBJ1-2",1
"TRAV38-1","TRAJ52","TRBV6-5","TRBJ1-6",1
"TRAV38-1","TRAJ52","TRBV6-6","TRBJ1-1",1
"TRAV38-1","TRAJ52","TRBV6-6","TRBJ2-3",1
"TRAV38-1","TRAJ52","TRBV6-9","TRBJ2-1",1
"TRAV38-1","TRAJ52","TRBV7-2","TRBJ1-2",1
"TRAV38-1","TRAJ52","TRBV7-2","TRBJ2-3",1
"TRAV38-1","TRAJ52","TRBV7-2","TRBJ2-5",1
"TRAV38-1","TRAJ52","TRBV7-2","TRBJ2-7",1
"TRAV38-1","TRAJ52","TRBV7-6","TRBJ1-1",1
"TRAV38-1","TRAJ52","TRBV7-9","TRBJ1-1",1
"TRAV38-1","TRAJ52","TRBV7-9","TRBJ2-1",1
"TRAV38-1","TRAJ52","TRBV7-9","TRBJ2-3",1
"TRAV38-1","TRAJ53","TRBV12-3","TRBJ2-2",1
"TRAV38-1","TRAJ53","TRBV12-4","TRBJ1-2",1
"TRAV38-1","TRAJ53","TRBV19","TRBJ1-5",1
"TRAV38-1","TRAJ53","TRBV24-1","TRBJ2-5",1
"TRAV38-1","TRAJ53","TRBV27","TRBJ2-1",1
"TRAV38-1","TRAJ53","TRBV4-1","TRBJ1-3",1
"TRAV38-1","TRAJ53","TRBV4-1","TRBJ2-7",1
"TRAV38-1","TRAJ53","TRBV4-3","TRBJ1-6",1
"TRAV38-1","TRAJ53","TRBV5-5","TRBJ1-5",1
"TRAV38-1","TRAJ53","TRBV6-4","TRBJ1-5",1
"TRAV38-1","TRAJ53","TRBV6-6","TRBJ2-1",1
"TRAV38-1","TRAJ53","TRBV7-2","TRBJ2-7",1
"TRAV38-1","TRAJ53","TRBV7-9","TRBJ2-1",1
"TRAV38-1","TRAJ53","TRBV9","TRBJ2-3",1
"TRAV38-1","TRAJ54","TRBV10-3","TRBJ1-1",1
"TRAV38-1","TRAJ54","TRBV11-2","TRBJ2-7",1
"TRAV38-1","TRAJ54","TRBV11-3","TRBJ1-1",1
"TRAV38-1","TRAJ54","TRBV12-4","TRBJ1-3",1
"TRAV38-1","TRAJ54","TRBV12-5","TRBJ2-1",1
"TRAV38-1","TRAJ54","TRBV19","TRBJ2-2",1
"TRAV38-1","TRAJ54","TRBV27","TRBJ1-2",1
"TRAV38-1","TRAJ54","TRBV27","TRBJ2-5",1
"TRAV38-1","TRAJ54","TRBV28","TRBJ2-7",1
"TRAV38-1","TRAJ54","TRBV29-1","TRBJ1-2",1
"TRAV38-1","TRAJ54","TRBV3-1","TRBJ1-2",1
"TRAV38-1","TRAJ54","TRBV3-1","TRBJ2-2",1
"TRAV38-1","TRAJ54","TRBV3-1","TRBJ2-5",1
"TRAV38-1","TRAJ54","TRBV30","TRBJ1-3",1
"TRAV38-1","TRAJ54","TRBV4-1","TRBJ1-2",1
"TRAV38-1","TRAJ54","TRBV4-1","TRBJ2-7",1
"TRAV38-1","TRAJ54","TRBV5-1","TRBJ2-3",1
"TRAV38-1","TRAJ54","TRBV5-5","TRBJ2-3",1
"TRAV38-1","TRAJ54","TRBV5-6","TRBJ2-3",1
"TRAV38-1","TRAJ54","TRBV5-6","TRBJ2-7",1
"TRAV38-1","TRAJ54","TRBV5-8","TRBJ2-7",1
"TRAV38-1","TRAJ54","TRBV6-1","TRBJ1-2",1
"TRAV38-1","TRAJ54","TRBV6-1","TRBJ1-4",1
"TRAV38-1","TRAJ54","TRBV6-3","TRBJ2-1",1
"TRAV38-1","TRAJ54","TRBV6-3","TRBJ2-3",1
"TRAV38-1","TRAJ54","TRBV6-5","TRBJ1-5",1
"TRAV38-1","TRAJ54","TRBV7-8","TRBJ1-2",1
"TRAV38-1","TRAJ54","TRBV7-9","TRBJ1-1",1
"TRAV38-1","TRAJ54","TRBV7-9","TRBJ2-3",1
"TRAV38-1","TRAJ54","TRBV9","TRBJ2-7",1
"TRAV38-1","TRAJ56","TRBV10-3","TRBJ1-5",1
"TRAV38-1","TRAJ56","TRBV11-2","TRBJ1-2",1
"TRAV38-1","TRAJ56","TRBV12-4","TRBJ2-2",1
"TRAV38-1","TRAJ56","TRBV15","TRBJ2-7",1
"TRAV38-1","TRAJ56","TRBV3-1","TRBJ1-6",1
"TRAV38-1","TRAJ56","TRBV30","TRBJ1-1",1
"TRAV38-1","TRAJ56","TRBV5-4","TRBJ2-5",1
"TRAV38-1","TRAJ56","TRBV5-6","TRBJ2-3",1
"TRAV38-1","TRAJ56","TRBV9","TRBJ2-7",1
"TRAV38-1","TRAJ57","TRBV11-2","TRBJ2-5",1
"TRAV38-1","TRAJ57","TRBV14","TRBJ1-1",1
"TRAV38-1","TRAJ57","TRBV14","TRBJ2-3",1
"TRAV38-1","TRAJ57","TRBV15","TRBJ1-6",1
"TRAV38-1","TRAJ57","TRBV19","TRBJ1-4",1
"TRAV38-1","TRAJ57","TRBV19","TRBJ2-7",1
"TRAV38-1","TRAJ57","TRBV2","TRBJ2-3",1
"TRAV38-1","TRAJ57","TRBV20-1","TRBJ2-7",1
"TRAV38-1","TRAJ57","TRBV27","TRBJ2-3",1
"TRAV38-1","TRAJ57","TRBV28","TRBJ2-2",1
"TRAV38-1","TRAJ57","TRBV28","TRBJ2-5",1
"TRAV38-1","TRAJ57","TRBV30","TRBJ2-2",1
"TRAV38-1","TRAJ57","TRBV5-1","TRBJ1-1",1
"TRAV38-1","TRAJ57","TRBV5-4","TRBJ2-3",1
"TRAV38-1","TRAJ57","TRBV6-5","TRBJ2-3",1
"TRAV38-1","TRAJ57","TRBV7-9","TRBJ1-1",1
"TRAV38-1","TRAJ7","TRBV7-9","TRBJ1-1",1
"TRAV38-1","TRAJ9","TRBV12-4","TRBJ2-1",1
"TRAV38-1","TRAJ9","TRBV19","TRBJ1-1",1
"TRAV38-2/DV8","TRAJ11","TRBV6-3","TRBJ1-5",1
"TRAV38-2/DV8","TRAJ11","TRBV7-9","TRBJ2-7",1
"TRAV38-2/DV8","TRAJ12","TRBV2","TRBJ2-2",1
"TRAV38-2/DV8","TRAJ12","TRBV20-1","TRBJ2-3",1
"TRAV38-2/DV8","TRAJ12","TRBV29-1","TRBJ2-6",1
"TRAV38-2/DV8","TRAJ12","TRBV4-1","TRBJ1-6",1
"TRAV38-2/DV8","TRAJ12","TRBV6-2","TRBJ2-1",1
"TRAV38-2/DV8","TRAJ12","TRBV7-9","TRBJ1-6",1
"TRAV38-2/DV8","TRAJ13","TRBV2","TRBJ2-1",1
"TRAV38-2/DV8","TRAJ13","TRBV20-1","TRBJ2-1",1
"TRAV38-2/DV8","TRAJ13","TRBV9","TRBJ2-2",1
"TRAV38-2/DV8","TRAJ15","TRBV2","TRBJ2-5",1
"TRAV38-2/DV8","TRAJ15","TRBV28","TRBJ1-5",1
"TRAV38-2/DV8","TRAJ15","TRBV29-1","TRBJ2-7",1
"TRAV38-2/DV8","TRAJ15","TRBV4-3","TRBJ1-6",1
"TRAV38-2/DV8","TRAJ15","TRBV7-9","TRBJ2-3",1
"TRAV38-2/DV8","TRAJ16","TRBV9","TRBJ2-3",1
"TRAV38-2/DV8","TRAJ17","TRBV14","TRBJ2-3",1
"TRAV38-2/DV8","TRAJ17","TRBV3-1","TRBJ2-3",1
"TRAV38-2/DV8","TRAJ17","TRBV4-1","TRBJ1-2",1
"TRAV38-2/DV8","TRAJ17","TRBV5-1","TRBJ2-5",1
"TRAV38-2/DV8","TRAJ17","TRBV9","TRBJ1-1",1
"TRAV38-2/DV8","TRAJ18","TRBV19","TRBJ2-3",1
"TRAV38-2/DV8","TRAJ18","TRBV27","TRBJ2-5",1
"TRAV38-2/DV8","TRAJ18","TRBV7-9","TRBJ2-1",1
"TRAV38-2/DV8","TRAJ18","TRBV7-9","TRBJ2-5",1
"TRAV38-2/DV8","TRAJ20","TRBV12-4","TRBJ2-7",1
"TRAV38-2/DV8","TRAJ20","TRBV18","TRBJ2-1",1
"TRAV38-2/DV8","TRAJ20","TRBV19","TRBJ2-7",1
"TRAV38-2/DV8","TRAJ20","TRBV2","TRBJ2-7",1
"TRAV38-2/DV8","TRAJ20","TRBV20-1","TRBJ2-7",1
"TRAV38-2/DV8","TRAJ20","TRBV3-1","TRBJ1-2",1
"TRAV38-2/DV8","TRAJ20","TRBV5-1","TRBJ2-1",1
"TRAV38-2/DV8","TRAJ20","TRBV9","TRBJ2-3",1
"TRAV38-2/DV8","TRAJ21","TRBV10-3","TRBJ2-2",1
"TRAV38-2/DV8","TRAJ21","TRBV18","TRBJ1-5",1
"TRAV38-2/DV8","TRAJ21","TRBV19","TRBJ1-4",1
"TRAV38-2/DV8","TRAJ21","TRBV27","TRBJ2-2",1
"TRAV38-2/DV8","TRAJ21","TRBV27","TRBJ2-5",1
"TRAV38-2/DV8","TRAJ21","TRBV30","TRBJ1-2",1
"TRAV38-2/DV8","TRAJ21","TRBV7-6","TRBJ2-7",1
"TRAV38-2/DV8","TRAJ22","TRBV18","TRBJ1-2",1
"TRAV38-2/DV8","TRAJ22","TRBV27","TRBJ1-4",1
"TRAV38-2/DV8","TRAJ23","TRBV10-3","TRBJ1-1",1
"TRAV38-2/DV8","TRAJ23","TRBV18","TRBJ1-6",1
"TRAV38-2/DV8","TRAJ23","TRBV19","TRBJ1-1",1
"TRAV38-2/DV8","TRAJ23","TRBV20-1","TRBJ2-3",1
"TRAV38-2/DV8","TRAJ23","TRBV29-1","TRBJ2-2",1
"TRAV38-2/DV8","TRAJ23","TRBV4-3","TRBJ2-1",1
"TRAV38-2/DV8","TRAJ23","TRBV6-5","TRBJ2-6",1
"TRAV38-2/DV8","TRAJ23","TRBV7-6","TRBJ2-4",1
"TRAV38-2/DV8","TRAJ23","TRBV7-7","TRBJ2-2",1
"TRAV38-2/DV8","TRAJ23","TRBV7-9","TRBJ1-1",1
"TRAV38-2/DV8","TRAJ23","TRBV7-9","TRBJ1-5",1
"TRAV38-2/DV8","TRAJ23","TRBV7-9","TRBJ2-7",1
"TRAV38-2/DV8","TRAJ23","TRBV9","TRBJ1-2",1
"TRAV38-2/DV8","TRAJ26","TRBV19","TRBJ1-5",1
"TRAV38-2/DV8","TRAJ26","TRBV4-3","TRBJ2-7",1
"TRAV38-2/DV8","TRAJ26","TRBV6-5","TRBJ2-7",1
"TRAV38-2/DV8","TRAJ26","TRBV9","TRBJ2-2",1
"TRAV38-2/DV8","TRAJ27","TRBV11-1","TRBJ1-1",1
"TRAV38-2/DV8","TRAJ27","TRBV19","TRBJ1-5",1
"TRAV38-2/DV8","TRAJ27","TRBV20-1","TRBJ2-1",1
"TRAV38-2/DV8","TRAJ27","TRBV28","TRBJ2-3",1
"TRAV38-2/DV8","TRAJ27","TRBV9","TRBJ1-1",1
"TRAV38-2/DV8","TRAJ28","TRBV12-3","TRBJ2-1",1
"TRAV38-2/DV8","TRAJ28","TRBV13","TRBJ2-3",1
"TRAV38-2/DV8","TRAJ28","TRBV19","TRBJ1-2",1
"TRAV38-2/DV8","TRAJ28","TRBV19","TRBJ2-5",1
"TRAV38-2/DV8","TRAJ28","TRBV2","TRBJ1-2",1
"TRAV38-2/DV8","TRAJ28","TRBV2","TRBJ2-1",1
"TRAV38-2/DV8","TRAJ28","TRBV2","TRBJ2-3",1
"TRAV38-2/DV8","TRAJ28","TRBV20-1","TRBJ2-1",1
"TRAV38-2/DV8","TRAJ28","TRBV27","TRBJ2-2",1
"TRAV38-2/DV8","TRAJ28","TRBV4-1","TRBJ1-5",1
"TRAV38-2/DV8","TRAJ28","TRBV4-2","TRBJ1-5",1
"TRAV38-2/DV8","TRAJ28","TRBV4-2","TRBJ2-3",1
"TRAV38-2/DV8","TRAJ28","TRBV6-5","TRBJ2-7",1
"TRAV38-2/DV8","TRAJ28","TRBV6-6","TRBJ2-3",1
"TRAV38-2/DV8","TRAJ28","TRBV7-2","TRBJ2-3",1
"TRAV38-2/DV8","TRAJ28","TRBV7-2","TRBJ2-7",1
"TRAV38-2/DV8","TRAJ28","TRBV7-9","TRBJ1-1",1
"TRAV38-2/DV8","TRAJ28","TRBV9","TRBJ2-3",1
"TRAV38-2/DV8","TRAJ29","TRBV11-2","TRBJ2-7",1
"TRAV38-2/DV8","TRAJ29","TRBV11-3","TRBJ2-2",1
"TRAV38-2/DV8","TRAJ29","TRBV11-3","TRBJ2-3",1
"TRAV38-2/DV8","TRAJ29","TRBV12-3","TRBJ2-5",1
"TRAV38-2/DV8","TRAJ29","TRBV12-4","TRBJ2-2",1
"TRAV38-2/DV8","TRAJ29","TRBV12-4","TRBJ2-4",1
"TRAV38-2/DV8","TRAJ29","TRBV13","TRBJ2-7",1
"TRAV38-2/DV8","TRAJ29","TRBV19","TRBJ1-1",1
"TRAV38-2/DV8","TRAJ29","TRBV19","TRBJ2-4",1
"TRAV38-2/DV8","TRAJ29","TRBV20-1","TRBJ2-1",1
"TRAV38-2/DV8","TRAJ29","TRBV27","TRBJ1-5",1
"TRAV38-2/DV8","TRAJ29","TRBV27","TRBJ2-1",1
"TRAV38-2/DV8","TRAJ29","TRBV27","TRBJ2-7",1
"TRAV38-2/DV8","TRAJ29","TRBV28","TRBJ1-5",1
"TRAV38-2/DV8","TRAJ29","TRBV28","TRBJ1-6",1
"TRAV38-2/DV8","TRAJ29","TRBV4-1","TRBJ2-1",1
"TRAV38-2/DV8","TRAJ29","TRBV4-2","TRBJ2-3",1
"TRAV38-2/DV8","TRAJ29","TRBV5-1","TRBJ2-7",1
"TRAV38-2/DV8","TRAJ29","TRBV6-5","TRBJ1-2",1
"TRAV38-2/DV8","TRAJ29","TRBV7-2","TRBJ2-2",1
"TRAV38-2/DV8","TRAJ29","TRBV7-6","TRBJ2-2",1
"TRAV38-2/DV8","TRAJ29","TRBV7-9","TRBJ1-4",1
"TRAV38-2/DV8","TRAJ29","TRBV7-9","TRBJ2-5",1
"TRAV38-2/DV8","TRAJ29","TRBV9","TRBJ1-2",1
"TRAV38-2/DV8","TRAJ30","TRBV12-3","TRBJ2-6",1
"TRAV38-2/DV8","TRAJ30","TRBV12-3","TRBJ2-7",1
"TRAV38-2/DV8","TRAJ30","TRBV14","TRBJ2-1",1
"TRAV38-2/DV8","TRAJ30","TRBV19","TRBJ2-3",1
"TRAV38-2/DV8","TRAJ30","TRBV19","TRBJ2-7",1
"TRAV38-2/DV8","TRAJ30","TRBV2","TRBJ1-3",1
"TRAV38-2/DV8","TRAJ30","TRBV20-1","TRBJ2-3",1
"TRAV38-2/DV8","TRAJ30","TRBV24-1","TRBJ2-2",1
"TRAV38-2/DV8","TRAJ30","TRBV25-1","TRBJ1-1",1
"TRAV38-2/DV8","TRAJ30","TRBV25-1","TRBJ2-2",1
"TRAV38-2/DV8","TRAJ30","TRBV25-1","TRBJ2-5",1
"TRAV38-2/DV8","TRAJ30","TRBV27","TRBJ2-1",1
"TRAV38-2/DV8","TRAJ30","TRBV27","TRBJ2-7",1
"TRAV38-2/DV8","TRAJ30","TRBV28","TRBJ1-2",1
"TRAV38-2/DV8","TRAJ30","TRBV28","TRBJ1-3",1
"TRAV38-2/DV8","TRAJ30","TRBV28","TRBJ1-5",1
"TRAV38-2/DV8","TRAJ30","TRBV28","TRBJ2-1",1
"TRAV38-2/DV8","TRAJ30","TRBV3-1","TRBJ2-7",1
