"AV.gene","AJ.gene","BV.gene","BJ.gene","n"
"TRAV1-2","TRAJ34","TRBV9","TRBJ2-3",1
"TRAV1-2","TRAJ36","TRBV10-3","TRBJ2-7",1
"TRAV1-2","TRAJ36","TRBV11-2","TRBJ1-2",1
"TRAV1-2","TRAJ36","TRBV12-4","TRBJ1-5",1
"TRAV1-2","TRAJ36","TRBV12-4","TRBJ2-1",1
"TRAV1-2","TRAJ36","TRBV16","TRBJ1-2",1
"TRAV1-2","TRAJ36","TRBV18","TRBJ2-3",1
"TRAV1-2","TRAJ36","TRBV20-1","TRBJ2-2",1
"TRAV1-2","TRAJ36","TRBV20-1","TRBJ2-5",1
"TRAV1-2","TRAJ36","TRBV24-1","TRBJ1-2",1
"TRAV1-2","TRAJ36","TRBV27","TRBJ1-1",1
"TRAV1-2","TRAJ36","TRBV28","TRBJ2-3",1
"TRAV1-2","TRAJ36","TRBV29-1","TRBJ2-1",1
"TRAV1-2","TRAJ36","TRBV4-2","TRBJ1-2",1
"TRAV1-2","TRAJ36","TRBV5-1","TRBJ2-7",1
"TRAV1-2","TRAJ36","TRBV5-4","TRBJ1-5",1
"TRAV1-2","TRAJ36","TRBV5-4","TRBJ2-2",1
"TRAV1-2","TRAJ36","TRBV5-4","TRBJ2-7",1
"TRAV1-2","TRAJ36","TRBV5-5","TRBJ1-1",1
"TRAV1-2","TRAJ36","TRBV6-1","TRBJ1-1",1
"TRAV1-2","TRAJ36","TRBV6-1","TRBJ2-7",1
"TRAV1-2","TRAJ36","TRBV6-6","TRBJ1-6",1
"TRAV1-2","TRAJ36","TRBV7-2","TRBJ2-2",1
"TRAV1-2","TRAJ36","TRBV7-8","TRBJ2-1",1
"TRAV1-2","TRAJ36","TRBV9","TRBJ2-1",1
"TRAV1-2","TRAJ37","TRBV10-2","TRBJ2-1",1
"TRAV1-2","TRAJ37","TRBV19","TRBJ2-1",1
"TRAV1-2","TRAJ37","TRBV19","TRBJ2-7",1
"TRAV1-2","TRAJ37","TRBV20-1","TRBJ2-3",1
"TRAV1-2","TRAJ37","TRBV27","TRBJ1-2",1
"TRAV1-2","TRAJ37","TRBV27","TRBJ2-1",1
"TRAV1-2","TRAJ37","TRBV5-5","TRBJ1-1",1
"TRAV1-2","TRAJ37","TRBV5-6","TRBJ2-1",1
"TRAV1-2","TRAJ37","TRBV6-5","TRBJ2-1",1
"TRAV1-2","TRAJ37","TRBV7-2","TRBJ1-1",1
"TRAV1-2","TRAJ37","TRBV7-8","TRBJ1-1",1
"TRAV1-2","TRAJ37","TRBV7-9","TRBJ1-2",1
"TRAV1-2","TRAJ37","TRBV7-9","TRBJ2-3",1
"TRAV1-2","TRAJ38","TRBV10-2","TRBJ2-7",1
"TRAV1-2","TRAJ38","TRBV13","TRBJ2-7",1
"TRAV1-2","TRAJ38","TRBV19","TRBJ2-1",1
"TRAV1-2","TRAJ38","TRBV28","TRBJ2-3",1
"TRAV1-2","TRAJ38","TRBV4-2","TRBJ1-1",1
"TRAV1-2","TRAJ38","TRBV4-3","TRBJ2-2",1
"TRAV1-2","TRAJ38","TRBV5-5","TRBJ1-5",1
"TRAV1-2","TRAJ38","TRBV6-5","TRBJ1-1",1
"TRAV1-2","TRAJ39","TRBV10-3","TRBJ2-3",1
"TRAV1-2","TRAJ39","TRBV10-3","TRBJ2-5",1
"TRAV1-2","TRAJ39","TRBV10-3","TRBJ2-7",1
"TRAV1-2","TRAJ39","TRBV11-1","TRBJ1-1",1
"TRAV1-2","TRAJ39","TRBV11-1","TRBJ1-2",1
"TRAV1-2","TRAJ39","TRBV12-3","TRBJ2-2",1
"TRAV1-2","TRAJ39","TRBV12-3","TRBJ2-3",1
"TRAV1-2","TRAJ39","TRBV12-5","TRBJ2-2",1
"TRAV1-2","TRAJ39","TRBV14","TRBJ1-5",1
"TRAV1-2","TRAJ39","TRBV15","TRBJ1-1",1
"TRAV1-2","TRAJ39","TRBV2","TRBJ2-7",1
"TRAV1-2","TRAJ39","TRBV20-1","TRBJ1-2",1
"TRAV1-2","TRAJ39","TRBV20-1","TRBJ2-1",1
"TRAV1-2","TRAJ39","TRBV20-1","TRBJ2-3",1
"TRAV1-2","TRAJ39","TRBV24-1","TRBJ2-2",1
"TRAV1-2","TRAJ39","TRBV4-1","TRBJ1-1",1
"TRAV1-2","TRAJ39","TRBV4-1","TRBJ2-7",1
"TRAV1-2","TRAJ39","TRBV4-3","TRBJ1-1",1
"TRAV1-2","TRAJ39","TRBV5-1","TRBJ1-1",1
"TRAV1-2","TRAJ39","TRBV5-1","TRBJ2-1",1
"TRAV1-2","TRAJ39","TRBV5-1","TRBJ2-5",1
"TRAV1-2","TRAJ39","TRBV6-1","TRBJ2-1",1
"TRAV1-2","TRAJ39","TRBV6-3","TRBJ1-1",1
"TRAV1-2","TRAJ39","TRBV7-9","TRBJ1-1",1
"TRAV1-2","TRAJ39","TRBV7-9","TRBJ1-2",1
"TRAV1-2","TRAJ39","TRBV7-9","TRBJ1-5",1
"TRAV1-2","TRAJ39","TRBV7-9","TRBJ2-1",1
"TRAV1-2","TRAJ39","TRBV7-9","TRBJ2-3",1
"TRAV1-2","TRAJ39","TRBV9","TRBJ1-1",1
"TRAV1-2","TRAJ39","TRBV9","TRBJ2-3",1
"TRAV1-2","TRAJ39","TRBV9","TRBJ2-7",1
"TRAV1-2","TRAJ4","TRBV10-1","TRBJ2-7",1
"TRAV1-2","TRAJ4","TRBV10-3","TRBJ2-1",1
"TRAV1-2","TRAJ4","TRBV11-2","TRBJ1-2",1
"TRAV1-2","TRAJ4","TRBV15","TRBJ2-7",1
"TRAV1-2","TRAJ4","TRBV19","TRBJ2-3",1
"TRAV1-2","TRAJ4","TRBV2","TRBJ1-2",1
"TRAV1-2","TRAJ4","TRBV2","TRBJ2-5",1
"TRAV1-2","TRAJ4","TRBV25-1","TRBJ1-5",1
"TRAV1-2","TRAJ4","TRBV27","TRBJ1-3",1
"TRAV1-2","TRAJ4","TRBV27","TRBJ2-3",1
"TRAV1-2","TRAJ4","TRBV28","TRBJ1-5",1
"TRAV1-2","TRAJ4","TRBV3-1","TRBJ2-1",1
"TRAV1-2","TRAJ4","TRBV4-1","TRBJ1-2",1
"TRAV1-2","TRAJ4","TRBV4-3","TRBJ2-4",1
"TRAV1-2","TRAJ4","TRBV5-1","TRBJ2-7",1
"TRAV1-2","TRAJ4","TRBV5-4","TRBJ1-4",1
"TRAV1-2","TRAJ4","TRBV5-8","TRBJ2-2",1
"TRAV1-2","TRAJ4","TRBV6-3","TRBJ1-1",1
"TRAV1-2","TRAJ4","TRBV6-3","TRBJ2-3",1
"TRAV1-2","TRAJ4","TRBV7-2","TRBJ1-2",1
"TRAV1-2","TRAJ4","TRBV7-6","TRBJ1-1",1
"TRAV1-2","TRAJ4","TRBV7-6","TRBJ1-4",1
"TRAV1-2","TRAJ4","TRBV7-6","TRBJ1-5",1
"TRAV1-2","TRAJ4","TRBV7-9","TRBJ2-2",1
"TRAV1-2","TRAJ4","TRBV7-9","TRBJ2-7",1
"TRAV1-2","TRAJ4","TRBV9","TRBJ2-2",1
"TRAV1-2","TRAJ40","TRBV10-3","TRBJ1-1",1
"TRAV1-2","TRAJ40","TRBV12-3","TRBJ2-7",1
"TRAV1-2","TRAJ40","TRBV13","TRBJ2-2",1
"TRAV1-2","TRAJ40","TRBV18","TRBJ2-3",1
"TRAV1-2","TRAJ40","TRBV19","TRBJ1-5",1
"TRAV1-2","TRAJ40","TRBV2","TRBJ2-1",1
"TRAV1-2","TRAJ40","TRBV2","TRBJ2-7",1
"TRAV1-2","TRAJ40","TRBV20-1","TRBJ1-6",1
"TRAV1-2","TRAJ40","TRBV27","TRBJ2-7",1
"TRAV1-2","TRAJ40","TRBV29-1","TRBJ2-3",1
"TRAV1-2","TRAJ40","TRBV29-1","TRBJ2-7",1
"TRAV1-2","TRAJ40","TRBV5-1","TRBJ1-1",1
"TRAV1-2","TRAJ40","TRBV5-1","TRBJ2-5",1
"TRAV1-2","TRAJ40","TRBV5-1","TRBJ2-7",1
"TRAV1-2","TRAJ40","TRBV6-1","TRBJ2-7",1
"TRAV1-2","TRAJ40","TRBV6-6","TRBJ1-4",1
"TRAV1-2","TRAJ40","TRBV7-2","TRBJ2-1",1
"TRAV1-2","TRAJ40","TRBV7-6","TRBJ2-2",1
"TRAV1-2","TRAJ40","TRBV7-6","TRBJ2-5",1
"TRAV1-2","TRAJ41","TRBV11-2","TRBJ1-5",1
"TRAV1-2","TRAJ41","TRBV19","TRBJ2-3",1
"TRAV1-2","TRAJ41","TRBV20-1","TRBJ2-7",1
"TRAV1-2","TRAJ41","TRBV24-1","TRBJ1-1",1
"TRAV1-2","TRAJ41","TRBV27","TRBJ1-1",1
"TRAV1-2","TRAJ41","TRBV27","TRBJ2-1",1
"TRAV1-2","TRAJ41","TRBV27","TRBJ2-3",1
"TRAV1-2","TRAJ41","TRBV5-4","TRBJ2-1",1
"TRAV1-2","TRAJ41","TRBV6-1","TRBJ1-6",1
"TRAV1-2","TRAJ41","TRBV6-4","TRBJ2-3",1
"TRAV1-2","TRAJ41","TRBV7-2","TRBJ1-1",1
"TRAV1-2","TRAJ41","TRBV7-9","TRBJ1-1",1
"TRAV1-2","TRAJ41","TRBV7-9","TRBJ1-2",1
"TRAV1-2","TRAJ42","TRBV11-2","TRBJ2-3",1
"TRAV1-2","TRAJ42","TRBV18","TRBJ1-2",1
"TRAV1-2","TRAJ42","TRBV18","TRBJ2-2",1
"TRAV1-2","TRAJ42","TRBV20-1","TRBJ1-5",1
"TRAV1-2","TRAJ42","TRBV27","TRBJ1-2",1
"TRAV1-2","TRAJ42","TRBV27","TRBJ2-3",1
"TRAV1-2","TRAJ42","TRBV27","TRBJ2-5",1
"TRAV1-2","TRAJ42","TRBV3-1","TRBJ2-1",1
"TRAV1-2","TRAJ42","TRBV4-2","TRBJ1-3",1
"TRAV1-2","TRAJ42","TRBV4-3","TRBJ2-1",1
"TRAV1-2","TRAJ42","TRBV4-3","TRBJ2-2",1
"TRAV1-2","TRAJ42","TRBV5-1","TRBJ1-1",1
"TRAV1-2","TRAJ42","TRBV5-4","TRBJ1-2",1
"TRAV1-2","TRAJ42","TRBV5-8","TRBJ2-1",1
"TRAV1-2","TRAJ42","TRBV7-2","TRBJ1-1",1
"TRAV1-2","TRAJ42","TRBV7-8","TRBJ2-3",1
"TRAV1-2","TRAJ42","TRBV7-9","TRBJ1-1",1
"TRAV1-2","TRAJ42","TRBV7-9","TRBJ1-4",1
"TRAV1-2","TRAJ43","TRBV2","TRBJ1-6",1
"TRAV1-2","TRAJ43","TRBV20-1","TRBJ1-1",1
"TRAV1-2","TRAJ43","TRBV20-1","TRBJ1-6",1
"TRAV1-2","TRAJ43","TRBV24-1","TRBJ2-1",1
"TRAV1-2","TRAJ43","TRBV5-1","TRBJ2-7",1
"TRAV1-2","TRAJ43","TRBV7-9","TRBJ2-6",1
"TRAV1-2","TRAJ43","TRBV9","TRBJ1-2",1
"TRAV1-2","TRAJ43","TRBV9","TRBJ1-6",1
"TRAV1-2","TRAJ43","TRBV9","TRBJ2-7",1
"TRAV1-2","TRAJ44","TRBV25-1","TRBJ1-2",1
"TRAV1-2","TRAJ44","TRBV27","TRBJ1-2",1
"TRAV1-2","TRAJ45","TRBV10-3","TRBJ2-2",1
"TRAV1-2","TRAJ45","TRBV2","TRBJ2-1",1
"TRAV1-2","TRAJ45","TRBV20-1","TRBJ1-1",1
"TRAV1-2","TRAJ45","TRBV25-1","TRBJ1-2",1
"TRAV1-2","TRAJ45","TRBV5-1","TRBJ1-5",1
"TRAV1-2","TRAJ45","TRBV7-9","TRBJ2-3",1
"TRAV1-2","TRAJ47","TRBV18","TRBJ2-7",1
"TRAV1-2","TRAJ47","TRBV24-1","TRBJ2-2",1
"TRAV1-2","TRAJ47","TRBV4-1","TRBJ1-1",1
"TRAV1-2","TRAJ48","TRBV20-1","TRBJ2-5",1
"TRAV1-2","TRAJ48","TRBV6-1","TRBJ2-1",1
"TRAV1-2","TRAJ49","TRBV20-1","TRBJ1-5",1
"TRAV1-2","TRAJ49","TRBV4-1","TRBJ2-3",1
"TRAV1-2","TRAJ49","TRBV4-1","TRBJ2-5",1
"TRAV1-2","TRAJ5","TRBV12-3","TRBJ2-2",1
"TRAV1-2","TRAJ5","TRBV20-1","TRBJ1-2",1
"TRAV1-2","TRAJ5","TRBV20-1","TRBJ2-7",1
"TRAV1-2","TRAJ5","TRBV29-1","TRBJ1-2",1
"TRAV1-2","TRAJ5","TRBV4-3","TRBJ1-4",1
"TRAV1-2","TRAJ5","TRBV4-3","TRBJ1-5",1
"TRAV1-2","TRAJ5","TRBV5-1","TRBJ1-1",1
"TRAV1-2","TRAJ5","TRBV7-2","TRBJ1-5",1
"TRAV1-2","TRAJ5","TRBV7-3","TRBJ2-2",1
"TRAV1-2","TRAJ5","TRBV9","TRBJ2-1",1
"TRAV1-2","TRAJ53","TRBV9","TRBJ2-5",1
"TRAV1-2","TRAJ6","TRBV10-1","TRBJ1-6",1
"TRAV1-2","TRAJ6","TRBV10-3","TRBJ1-4",1
"TRAV1-2","TRAJ6","TRBV10-3","TRBJ2-5",1
"TRAV1-2","TRAJ6","TRBV11-2","TRBJ2-2",1
"TRAV1-2","TRAJ6","TRBV12-3","TRBJ2-2",1
"TRAV1-2","TRAJ6","TRBV12-5","TRBJ1-5",1
"TRAV1-2","TRAJ6","TRBV14","TRBJ1-6",1
"TRAV1-2","TRAJ6","TRBV15","TRBJ2-1",1
"TRAV1-2","TRAJ6","TRBV19","TRBJ2-2",1
"TRAV1-2","TRAJ6","TRBV20-1","TRBJ2-1",1
"TRAV1-2","TRAJ6","TRBV20-1","TRBJ2-2",1
"TRAV1-2","TRAJ6","TRBV24-1","TRBJ2-1",1
"TRAV1-2","TRAJ6","TRBV28","TRBJ2-7",1
"TRAV1-2","TRAJ6","TRBV3-1","TRBJ1-6",1
"TRAV1-2","TRAJ6","TRBV3-1","TRBJ2-1",1
"TRAV1-2","TRAJ6","TRBV4-1","TRBJ2-6",1
"TRAV1-2","TRAJ6","TRBV4-2","TRBJ2-2",1
"TRAV1-2","TRAJ6","TRBV4-2","TRBJ2-3",1
"TRAV1-2","TRAJ6","TRBV4-3","TRBJ1-6",1
"TRAV1-2","TRAJ6","TRBV4-3","TRBJ2-5",1
"TRAV1-2","TRAJ6","TRBV5-1","TRBJ1-1",1
"TRAV1-2","TRAJ6","TRBV5-5","TRBJ1-1",1
"TRAV1-2","TRAJ6","TRBV5-6","TRBJ2-7",1
"TRAV1-2","TRAJ6","TRBV6-1","TRBJ1-6",1
"TRAV1-2","TRAJ6","TRBV6-1","TRBJ2-2",1
"TRAV1-2","TRAJ6","TRBV6-6","TRBJ1-5",1
"TRAV1-2","TRAJ6","TRBV7-6","TRBJ1-5",1
"TRAV1-2","TRAJ6","TRBV7-8","TRBJ1-1",1
"TRAV1-2","TRAJ6","TRBV7-8","TRBJ2-3",1
"TRAV1-2","TRAJ6","TRBV7-9","TRBJ2-2",1
"TRAV1-2","TRAJ6","TRBV7-9","TRBJ2-3",1
"TRAV1-2","TRAJ6","TRBV9","TRBJ1-1",1
"TRAV1-2","TRAJ6","TRBV9","TRBJ1-2",1
"TRAV1-2","TRAJ6","TRBV9","TRBJ2-1",1
"TRAV1-2","TRAJ7","TRBV10-3","TRBJ2-7",1
"TRAV1-2","TRAJ7","TRBV19","TRBJ1-1",1
"TRAV1-2","TRAJ7","TRBV2","TRBJ1-1",1
"TRAV1-2","TRAJ7","TRBV20-1","TRBJ2-1",1
"TRAV1-2","TRAJ7","TRBV27","TRBJ1-6",1
"TRAV1-2","TRAJ7","TRBV27","TRBJ2-3",1
"TRAV1-2","TRAJ7","TRBV3-1","TRBJ2-1",1
"TRAV1-2","TRAJ7","TRBV5-1","TRBJ1-1",1
"TRAV1-2","TRAJ8","TRBV10-3","TRBJ1-5",1
"TRAV1-2","TRAJ8","TRBV10-3","TRBJ2-7",1
"TRAV1-2","TRAJ8","TRBV12-3","TRBJ1-2",1
"TRAV1-2","TRAJ8","TRBV12-4","TRBJ2-7",1
"TRAV1-2","TRAJ8","TRBV12-5","TRBJ2-3",1
"TRAV1-2","TRAJ8","TRBV12-5","TRBJ2-6",1
"TRAV1-2","TRAJ8","TRBV14","TRBJ1-2",1
"TRAV1-2","TRAJ8","TRBV20-1","TRBJ2-7",1
"TRAV1-2","TRAJ8","TRBV28","TRBJ1-2",1
"TRAV1-2","TRAJ8","TRBV3-1","TRBJ1-1",1
"TRAV1-2","TRAJ8","TRBV6-5","TRBJ1-2",1
"TRAV1-2","TRAJ8","TRBV9","TRBJ2-2",1
"TRAV1-2","TRAJ9","TRBV10-2","TRBJ1-5",1
"TRAV1-2","TRAJ9","TRBV10-2","TRBJ2-2",1
"TRAV1-2","TRAJ9","TRBV10-3","TRBJ1-6",1
"TRAV1-2","TRAJ9","TRBV11-2","TRBJ2-3",1
"TRAV1-2","TRAJ9","TRBV14","TRBJ2-3",1
"TRAV1-2","TRAJ9","TRBV19","TRBJ2-1",1
"TRAV1-2","TRAJ9","TRBV20-1","TRBJ1-6",1
"TRAV1-2","TRAJ9","TRBV20-1","TRBJ2-7",1
"TRAV1-2","TRAJ9","TRBV29-1","TRBJ2-1",1
"TRAV1-2","TRAJ9","TRBV30","TRBJ1-3",1
"TRAV1-2","TRAJ9","TRBV4-1","TRBJ2-5",1
"TRAV1-2","TRAJ9","TRBV4-3","TRBJ2-1",1
"TRAV1-2","TRAJ9","TRBV5-1","TRBJ1-1",1
"TRAV1-2","TRAJ9","TRBV5-5","TRBJ1-2",1
"TRAV1-2","TRAJ9","TRBV5-6","TRBJ2-7",1
"TRAV1-2","TRAJ9","TRBV6-1","TRBJ2-1",1
"TRAV1-2","TRAJ9","TRBV6-1","TRBJ2-3",1
"TRAV1-2","TRAJ9","TRBV6-2","TRBJ2-7",1
"TRAV1-2","TRAJ9","TRBV7-2","TRBJ1-5",1
"TRAV1-2","TRAJ9","TRBV7-2","TRBJ2-7",1
"TRAV1-2","TRAJ9","TRBV9","TRBJ2-6",1
"TRAV10","TRAJ10","TRBV19","TRBJ1-5",1
"TRAV10","TRAJ10","TRBV2","TRBJ1-6",1
"TRAV10","TRAJ10","TRBV2","TRBJ2-1",1
"TRAV10","TRAJ10","TRBV28","TRBJ2-7",1
"TRAV10","TRAJ10","TRBV3-1","TRBJ2-1",1
"TRAV10","TRAJ10","TRBV4-3","TRBJ2-7",1
"TRAV10","TRAJ10","TRBV5-6","TRBJ2-5",1
"TRAV10","TRAJ10","TRBV6-1","TRBJ1-1",1
"TRAV10","TRAJ10","TRBV6-6","TRBJ1-2",1
"TRAV10","TRAJ10","TRBV6-6","TRBJ2-1",1
"TRAV10","TRAJ11","TRBV7-8","TRBJ2-1",1
"TRAV10","TRAJ12","TRBV15","TRBJ1-5",1
"TRAV10","TRAJ12","TRBV6-5","TRBJ2-6",1
"TRAV10","TRAJ12","TRBV7-9","TRBJ2-1",1
"TRAV10","TRAJ12","TRBV7-9","TRBJ2-2",1
"TRAV10","TRAJ13","TRBV19","TRBJ2-1",1
"TRAV10","TRAJ13","TRBV27","TRBJ1-1",1
"TRAV10","TRAJ13","TRBV28","TRBJ2-1",1
"TRAV10","TRAJ13","TRBV5-1","TRBJ2-1",1
"TRAV10","TRAJ13","TRBV6-3","TRBJ2-3",1
"TRAV10","TRAJ13","TRBV7-8","TRBJ2-1",1
"TRAV10","TRAJ13","TRBV7-9","TRBJ2-2",1
"TRAV10","TRAJ15","TRBV12-4","TRBJ1-5",1
"TRAV10","TRAJ15","TRBV20-1","TRBJ2-7",1
"TRAV10","TRAJ15","TRBV24-1","TRBJ2-3",1
"TRAV10","TRAJ15","TRBV5-6","TRBJ2-2",1
"TRAV10","TRAJ15","TRBV6-5","TRBJ2-2",1
"TRAV10","TRAJ15","TRBV7-7","TRBJ2-2",1
"TRAV10","TRAJ17","TRBV10-2","TRBJ2-5",1
"TRAV10","TRAJ17","TRBV27","TRBJ1-1",1
"TRAV10","TRAJ17","TRBV27","TRBJ1-2",1
"TRAV10","TRAJ17","TRBV5-1","TRBJ2-5",1
"TRAV10","TRAJ17","TRBV5-5","TRBJ2-5",1
"TRAV10","TRAJ17","TRBV6-3","TRBJ2-1",1
"TRAV10","TRAJ18","TRBV12-4","TRBJ2-5",1
"TRAV10","TRAJ18","TRBV14","TRBJ2-1",1
"TRAV10","TRAJ18","TRBV19","TRBJ1-1",1
"TRAV10","TRAJ18","TRBV2","TRBJ2-1",1
"TRAV10","TRAJ18","TRBV2","TRBJ2-7",1
"TRAV10","TRAJ18","TRBV20-1","TRBJ2-4",1
"TRAV10","TRAJ18","TRBV25-1","TRBJ1-4",1
"TRAV10","TRAJ18","TRBV27","TRBJ1-4",1
"TRAV10","TRAJ18","TRBV27","TRBJ2-7",1
"TRAV10","TRAJ18","TRBV4-1","TRBJ2-7",1
"TRAV10","TRAJ18","TRBV7-3","TRBJ1-1",1
"TRAV10","TRAJ20","TRBV11-2","TRBJ1-2",1
"TRAV10","TRAJ20","TRBV12-4","TRBJ2-2",1
"TRAV10","TRAJ20","TRBV18","TRBJ1-2",1
"TRAV10","TRAJ20","TRBV19","TRBJ1-2",1
"TRAV10","TRAJ20","TRBV19","TRBJ2-5",1
"TRAV10","TRAJ20","TRBV2","TRBJ2-5",1
"TRAV10","TRAJ20","TRBV20-1","TRBJ2-1",1
"TRAV10","TRAJ20","TRBV27","TRBJ2-1",1
"TRAV10","TRAJ20","TRBV27","TRBJ2-3",1
"TRAV10","TRAJ20","TRBV27","TRBJ2-7",1
"TRAV10","TRAJ20","TRBV29-1","TRBJ2-3",1
"TRAV10","TRAJ20","TRBV3-1","TRBJ2-5",1
"TRAV10","TRAJ20","TRBV4-3","TRBJ2-3",1
"TRAV10","TRAJ20","TRBV5-6","TRBJ1-1",1
"TRAV10","TRAJ20","TRBV6-4","TRBJ1-2",1
"TRAV10","TRAJ20","TRBV9","TRBJ1-4",1
"TRAV10","TRAJ20","TRBV9","TRBJ2-2",1
"TRAV10","TRAJ20","TRBV9","TRBJ2-3",1
"TRAV10","TRAJ21","TRBV20-1","TRBJ2-7",1
"TRAV10","TRAJ21","TRBV27","TRBJ1-3",1
"TRAV10","TRAJ21","TRBV7-9","TRBJ2-5",1
"TRAV10","TRAJ22","TRBV28","TRBJ2-1",1
"TRAV10","TRAJ22","TRBV6-2","TRBJ2-2",1
"TRAV10","TRAJ23","TRBV11-3","TRBJ1-1",1
"TRAV10","TRAJ23","TRBV27","TRBJ2-7",1
"TRAV10","TRAJ23","TRBV3-1","TRBJ2-1",1
"TRAV10","TRAJ23","TRBV6-3","TRBJ2-1",1
"TRAV10","TRAJ23","TRBV7-9","TRBJ2-2",1
"TRAV10","TRAJ23","TRBV7-9","TRBJ2-6",1
"TRAV10","TRAJ26","TRBV10-2","TRBJ2-2",1
"TRAV10","TRAJ26","TRBV11-1","TRBJ1-6",1
"TRAV10","TRAJ26","TRBV11-2","TRBJ2-7",1
"TRAV10","TRAJ26","TRBV20-1","TRBJ1-5",1
"TRAV10","TRAJ26","TRBV27","TRBJ1-3",1
"TRAV10","TRAJ26","TRBV3-1","TRBJ2-5",1
"TRAV10","TRAJ26","TRBV4-1","TRBJ1-1",1
"TRAV10","TRAJ26","TRBV5-1","TRBJ1-1",1
"TRAV10","TRAJ26","TRBV5-1","TRBJ2-2",1
"TRAV10","TRAJ26","TRBV7-6","TRBJ2-3",1
"TRAV10","TRAJ27","TRBV11-1","TRBJ2-3",1
"TRAV10","TRAJ27","TRBV11-2","TRBJ1-2",1
"TRAV10","TRAJ27","TRBV12-3","TRBJ2-2",1
"TRAV10","TRAJ27","TRBV12-4","TRBJ2-2",1
"TRAV10","TRAJ27","TRBV15","TRBJ1-4",1
"TRAV10","TRAJ27","TRBV18","TRBJ1-2",1
"TRAV10","TRAJ27","TRBV18","TRBJ2-2",1
"TRAV10","TRAJ27","TRBV19","TRBJ1-1",1
"TRAV10","TRAJ27","TRBV20-1","TRBJ2-1",1
"TRAV10","TRAJ27","TRBV20-1","TRBJ2-7",1
"TRAV10","TRAJ27","TRBV29-1","TRBJ2-5",1
"TRAV10","TRAJ27","TRBV29-1","TRBJ2-7",1
"TRAV10","TRAJ27","TRBV5-5","TRBJ2-1",1
"TRAV10","TRAJ27","TRBV5-5","TRBJ2-7",1
"TRAV10","TRAJ27","TRBV5-6","TRBJ1-1",1
"TRAV10","TRAJ27","TRBV6-3","TRBJ2-7",1
"TRAV10","TRAJ27","TRBV7-2","TRBJ2-7",1
"TRAV10","TRAJ27","TRBV7-9","TRBJ2-1",1
"TRAV10","TRAJ27","TRBV7-9","TRBJ2-7",1
"TRAV10","TRAJ28","TRBV10-3","TRBJ2-7",1
"TRAV10","TRAJ28","TRBV5-1","TRBJ1-1",1
"TRAV10","TRAJ28","TRBV7-2","TRBJ1-2",1
"TRAV10","TRAJ29","TRBV10-3","TRBJ2-1",1
"TRAV10","TRAJ29","TRBV5-1","TRBJ1-1",1
"TRAV10","TRAJ29","TRBV7-8","TRBJ1-5",1
"TRAV10","TRAJ3","TRBV12-4","TRBJ2-1",1
"TRAV10","TRAJ3","TRBV24-1","TRBJ1-2",1
"TRAV10","TRAJ3","TRBV9","TRBJ2-7",1
"TRAV10","TRAJ30","TRBV11-2","TRBJ2-3",1
"TRAV10","TRAJ30","TRBV12-4","TRBJ2-7",1
"TRAV10","TRAJ30","TRBV19","TRBJ1-3",1
"TRAV10","TRAJ30","TRBV28","TRBJ1-2",1
"TRAV10","TRAJ30","TRBV28","TRBJ2-7",1
"TRAV10","TRAJ30","TRBV4-1","TRBJ1-2",1
"TRAV10","TRAJ30","TRBV6-6","TRBJ2-3",1
"TRAV10","TRAJ30","TRBV7-2","TRBJ1-1",1
"TRAV10","TRAJ31","TRBV15","TRBJ2-1",1
"TRAV10","TRAJ31","TRBV19","TRBJ1-5",1
"TRAV10","TRAJ31","TRBV27","TRBJ2-4",1
"TRAV10","TRAJ31","TRBV3-1","TRBJ2-1",1
"TRAV10","TRAJ31","TRBV4-2","TRBJ1-4",1
"TRAV10","TRAJ31","TRBV4-2","TRBJ2-1",1
"TRAV10","TRAJ31","TRBV6-6","TRBJ2-5",1
"TRAV10","TRAJ31","TRBV7-2","TRBJ2-5",1
"TRAV10","TRAJ32","TRBV11-1","TRBJ2-5",1
"TRAV10","TRAJ32","TRBV27","TRBJ1-2",1
"TRAV10","TRAJ32","TRBV30","TRBJ1-1",1
"TRAV10","TRAJ32","TRBV6-6","TRBJ2-3",1
"TRAV10","TRAJ33","TRBV10-3","TRBJ1-6",1
"TRAV10","TRAJ33","TRBV11-2","TRBJ1-3",1
"TRAV10","TRAJ33","TRBV13","TRBJ2-7",1
"TRAV10","TRAJ33","TRBV15","TRBJ2-2",1
"TRAV10","TRAJ33","TRBV18","TRBJ1-1",1
"TRAV10","TRAJ33","TRBV2","TRBJ2-1",1
"TRAV10","TRAJ33","TRBV20-1","TRBJ2-5",1
"TRAV10","TRAJ33","TRBV27","TRBJ2-3",1
"TRAV10","TRAJ33","TRBV6-2","TRBJ1-2",1
"TRAV10","TRAJ33","TRBV6-4","TRBJ2-3",1
"TRAV10","TRAJ33","TRBV6-5","TRBJ1-2",1
"TRAV10","TRAJ33","TRBV6-5","TRBJ2-7",1
"TRAV10","TRAJ33","TRBV9","TRBJ1-1",1
"TRAV10","TRAJ34","TRBV11-2","TRBJ1-2",1
"TRAV10","TRAJ34","TRBV11-2","TRBJ2-5",1
"TRAV10","TRAJ34","TRBV12-3","TRBJ1-2",1
"TRAV10","TRAJ34","TRBV20-1","TRBJ2-3",1
"TRAV10","TRAJ34","TRBV24-1","TRBJ2-3",1
